region,cement_type,cement_content_kgm3,water_cement_ratio,fly_ash_pct,admixture_type,admixture_dosage_pct,curing_method,curing_temperature_C,curing_duration_hr,element_thickness_mm,element_type,ambient_temperature_C,relative_humidity_pct,season,automation_level,mould_reset_time_hr,strength_gain_time_hr,total_cycle_time_hr,cost_per_cycle_inr
South,OPC53,321,0.51,21,HRWR,1.36,Steam,67.06493683849277,20,100,Column,32.087260518611366,98.0,Summer,Manual,2.1,6.92,9.52,3879.31
North,OPC53,375,0.47,23,Accelerator,1.98,Polythene,32.436195010216615,18,300,Wall Panel,25.010213909661065,25.14006419468842,Winter,Manual,1.7,14.56,16.76,4536.44
West,PPC,367,0.38,15,Accelerator,1.75,Accelerated,74.15999808055635,11,200,Column,30.269041220895673,45.81838556084787,Summer,Manual,2.0,4.0,6.5,3874.84
East,OPC43,455,0.3,14,Accelerator,1.11,Ambient,31.40624252329018,14,250,Beam,28.7300829803831,72.67605059241293,Winter,Manual,3.6,6.22,10.32,4028.82
West,OPC43,411,0.37,0,HRWR,0.55,Ambient,24.883321399374516,19,200,Staircase,24.797900442316326,65.3190940424598,Summer,Manual,3.8,17.05,21.35,4936.08
North,PSC,496,0.43,27,None,0.77,Polythene,33.1174424310154,18,300,Column,18.416181719818844,23.065168372599327,Monsoon,Semi-Auto,2.2,14.48,17.18,4757.36
South,OPC43,498,0.4,28,Accelerator,0.15,Ambient,27.92657892243828,22,200,Wall Panel,21.20349954376724,62.73067008392174,Winter,Semi-Auto,3.3,8.22,12.02,4160.53
West,OPC43,448,0.52,0,Accelerator,0.59,Polythene,29.624831977799786,7,300,Wall Panel,36.338504724273434,62.99684004546025,Winter,Semi-Auto,1.7,14.44,16.64,4331.22
South,PSC,309,0.35,7,None,0.66,Ambient,31.15151340631862,11,150,Staircase,30.035435761221418,91.41971778828815,Summer,Manual,1.0,21.21,22.71,4691.94
East,OPC43,451,0.41,14,Accelerator,1.04,Steam,66.32532073668779,16,300,Column,23.099840684539632,81.10013212694477,Summer,Semi-Auto,0.7,4.0,5.2,4025.49
North,PPC,327,0.55,6,None,1.26,Accelerated,74.4107383764178,20,500,Column,27.02131018820037,52.45188071474884,Monsoon,Manual,3.0,8.0,11.5,4866.5
Central,PSC,313,0.32,13,Accelerator,0.04,Steam,64.53810809205976,15,150,Column,28.217523059567096,30.415242627034395,Winter,Manual,3.7,4.0,8.2,3231.0
East,OPC53,391,0.51,28,Retarder,0.53,Polythene,30.724197848349412,7,200,Beam,44.607092297721174,85.42538148511441,Summer,Manual,0.5,24.9,25.9,5963.58
East,PSC,416,0.44,18,None,0.02,Polythene,28.32556111361155,19,200,Staircase,25.192833982012207,80.58120696103632,Monsoon,Semi-Auto,1.2,22.1,23.8,4712.19
East,OPC43,458,0.32,1,None,0.36,Ambient,29.424080834612262,21,150,Beam,15.262850634339204,83.28211139178084,Winter,Semi-Auto,3.3,8.13,11.93,3954.19
East,OPC43,425,0.44,0,HRWR,0.09,Steam,61.61413752761423,17,200,Beam,40.38394886955351,64.98765252975394,Summer,Manual,1.1,5.72,7.32,4268.53
East,OPC43,430,0.34,6,HRWR,1.14,Polythene,29.425819693037123,17,500,Staircase,19.467204679135115,93.21043150603064,Winter,Fully-Auto,3.6,13.83,17.93,3638.79
Central,OPC43,420,0.4,1,Accelerator,1.11,Steam,67.90842356180714,10,200,Column,44.47551679003654,54.43521256103979,Summer,Semi-Auto,3.9,4.0,8.4,3689.9
West,OPC43,378,0.46,12,Accelerator,1.56,Polythene,32.92333392586679,10,200,Slab,35.60068516979602,15.0,Monsoon,Fully-Auto,1.5,13.71,15.71,3297.32
Central,PSC,379,0.36,4,HRWR,1.7,Accelerated,74.92462046719085,20,300,Staircase,12.718857401782337,32.63072676222485,Summer,Semi-Auto,1.1,5.77,7.37,4395.8
Central,PSC,370,0.51,11,Accelerator,1.16,Ambient,28.24228959105767,10,400,Staircase,40.68294275433835,45.37829046905462,Monsoon,Semi-Auto,2.0,25.16,27.66,4548.45
North,PSC,334,0.54,21,None,1.04,Polythene,28.914357860466275,10,400,Wall Panel,16.974162556193804,48.339559214006705,Winter,Semi-Auto,2.8,37.8,41.1,5561.22
South,OPC43,484,0.34,16,None,0.87,Ambient,23.96350540990861,19,400,Wall Panel,36.16180401022055,58.29800911310838,Winter,Fully-Auto,2.6,13.56,16.66,3926.18
West,PSC,433,0.41,2,None,0.9,Polythene,30.824273312762003,13,500,Staircase,39.570092955842185,51.15516955998801,Monsoon,Manual,2.7,19.02,22.22,5447.01
East,PPC,358,0.55,6,None,1.11,Ambient,29.16354119315188,22,500,Wall Panel,28.141923676730823,67.47093852284215,Monsoon,Semi-Auto,1.4,39.09,40.99,5676.91
East,PPC,342,0.41,20,None,1.46,Polythene,30.496106581390222,21,250,Staircase,22.252850017939018,88.05620311539073,Winter,Fully-Auto,2.9,21.92,25.32,3452.3
East,PPC,341,0.44,15,Retarder,0.64,Ambient,29.897870072442423,9,400,Column,29.51085660187431,83.59345186577733,Winter,Semi-Auto,1.7,37.57,39.77,5391.04
South,OPC43,472,0.39,8,Accelerator,0.15,Polythene,32.0810807866559,16,200,Column,29.554392295156564,62.39519255310217,Summer,Manual,2.3,7.66,10.46,4283.3
South,PPC,427,0.42,23,None,0.84,Polythene,28.786928493531857,12,100,Slab,35.32495553934067,52.18916322414982,Winter,Manual,2.0,17.49,19.99,5194.57
East,OPC53,388,0.52,15,None,0.13,Accelerated,79.36968159178635,14,500,Wall Panel,15.717529759142469,84.67006428871244,Monsoon,Semi-Auto,1.5,5.03,7.03,4173.39
South,OPC53,453,0.49,0,Retarder,1.22,Steam,63.94955712000394,17,400,Beam,31.38162956205619,75.68506632501881,Summer,Manual,2.0,6.47,8.97,4703.37
South,OPC43,373,0.42,29,HRWR,0.82,Ambient,31.510948019677038,14,200,Slab,24.029898327275205,79.2549396706094,Summer,Semi-Auto,3.1,16.68,20.28,3958.92
South,OPC43,353,0.4,27,None,0.49,Polythene,35.219663754371936,14,300,Beam,37.72833358398163,57.792559724119926,Monsoon,Semi-Auto,2.8,17.26,20.56,3962.19
North,PSC,412,0.32,9,Retarder,0.13,Polythene,36.584817216525686,17,250,Wall Panel,30.37658071388365,36.39894813427214,Summer,Semi-Auto,0.8,14.03,15.33,4050.3
South,OPC43,345,0.46,19,None,1.6,Polythene,30.651406217335396,23,500,Staircase,35.415365076236384,67.75542133785,Monsoon,Manual,1.9,25.93,28.33,5644.22
South,PPC,447,0.39,27,None,1.33,Polythene,27.33859667491578,16,250,Staircase,30.429056428620576,78.90751128186093,Winter,Semi-Auto,3.3,16.09,19.89,4509.17
West,PSC,486,0.47,23,None,1.18,Ambient,30.005869320628612,23,150,Beam,24.310684010464815,52.12749393183254,Monsoon,Fully-Auto,3.2,18.07,21.77,4102.35
South,OPC43,459,0.54,20,HRWR,0.72,Accelerated,73.95323368253082,10,400,Wall Panel,39.12442056235385,39.16778878753867,Monsoon,Manual,2.8,6.29,9.59,5192.52
South,PPC,466,0.3,4,HRWR,0.34,Steam,58.722144339172765,18,250,Wall Panel,40.29150761317156,95.12725184210846,Monsoon,Manual,3.4,4.0,7.9,4253.92
West,PPC,355,0.42,20,Accelerator,0.78,Ambient,30.81849850596257,18,300,Beam,44.96176274858361,56.503068221205396,Summer,Fully-Auto,3.4,18.15,22.05,3222.03
South,PSC,455,0.4,11,Retarder,0.28,Ambient,30.115199951051444,22,300,Staircase,30.492833039774318,85.6487651454751,Winter,Semi-Auto,2.1,22.17,24.77,4949.89
Central,PSC,491,0.36,10,Accelerator,0.81,Steam,65.2388822733076,20,250,Beam,28.883085011557746,52.91604921347637,Winter,Fully-Auto,3.8,4.0,8.3,4015.67
South,PPC,336,0.4,13,None,1.14,Steam,70.34150321067824,6,200,Wall Panel,29.689098463657245,91.20508034115642,Monsoon,Manual,2.9,7.02,10.42,3990.84
East,PSC,439,0.37,16,Accelerator,0.43,Polythene,30.09267584929828,12,200,Beam,42.608643953098706,75.3339683048065,Winter,Fully-Auto,2.4,10.95,13.85,3531.01
East,OPC53,300,0.33,12,None,1.68,Polythene,25.453978080725904,20,100,Slab,33.763210796736,73.36877477654312,Summer,Semi-Auto,0.6,15.91,17.01,3556.54
West,OPC53,488,0.42,19,None,0.85,Ambient,31.9252235987277,22,100,Wall Panel,37.78499268955465,62.38047429449523,Summer,Semi-Auto,3.3,10.34,14.14,4271.71
Central,PSC,479,0.44,24,None,0.63,Polythene,33.08781144225581,8,200,Column,41.7084545340439,41.225094538899555,Summer,Manual,3.2,15.59,19.29,5301.36
North,PSC,442,0.41,28,None,0.51,Ambient,27.92513945758849,8,150,Wall Panel,28.166244330195134,61.812578439633555,Summer,Fully-Auto,3.2,17.89,21.59,3846.23
Central,PPC,429,0.55,10,Accelerator,1.18,Ambient,28.867524112272637,6,250,Slab,23.43736147075052,51.73754672737438,Monsoon,Manual,1.9,20.2,22.6,5430.86
Central,PSC,477,0.32,19,None,1.63,Steam,60.31284241486712,10,250,Wall Panel,32.73864761882335,51.4208138469976,Monsoon,Manual,2.6,4.0,7.1,4366.02
South,OPC53,484,0.49,7,Retarder,1.69,Steam,65.79962840240759,9,200,Staircase,35.01713923110327,78.7463851294139,Monsoon,Semi-Auto,3.4,4.8,8.7,4341.21
South,OPC53,461,0.33,13,None,1.11,Ambient,29.93949215892227,9,400,Slab,31.286429047609243,72.18817751734251,Winter,Manual,0.9,9.77,11.17,4473.85
East,OPC53,339,0.31,18,Accelerator,1.0,Accelerated,77.58577468875745,18,150,Column,23.62219703817071,58.3208597342808,Summer,Fully-Auto,1.7,4.0,6.2,3343.14
South,OPC43,461,0.37,4,HRWR,1.15,Polythene,35.87131723346401,18,150,Slab,39.92696262443327,79.84890267797621,Monsoon,Manual,1.8,7.57,9.87,4331.79
Central,PSC,371,0.48,5,None,0.06,Ambient,28.227210210248437,13,200,Slab,29.47540689213588,45.7611123493257,Winter,Manual,1.8,27.93,30.23,5950.65
North,OPC53,449,0.35,24,None,0.79,Accelerated,75.82417379233536,6,200,Beam,30.811963955026012,31.46348480866516,Summer,Semi-Auto,2.7,4.0,7.2,4328.21
South,OPC43,401,0.44,13,Accelerator,0.57,Ambient,26.505791995498402,16,300,Beam,27.100523727938015,98.0,Winter,Manual,1.6,16.52,18.62,4820.36
North,PPC,307,0.35,18,HRWR,0.19,Polythene,34.472734991304286,23,300,Staircase,23.76896500530699,72.7503464021433,Summer,Fully-Auto,2.1,18.01,20.61,2912.54
East,PSC,473,0.4,28,Accelerator,1.14,Steam,63.12721060807842,7,300,Wall Panel,34.473223848616975,97.86166474622236,Winter,Semi-Auto,1.0,4.0,5.5,4155.05
South,PSC,371,0.39,23,None,1.71,Steam,64.29395766812868,22,150,Column,32.291341134623174,50.808399332482175,Monsoon,Fully-Auto,3.8,5.06,9.36,3426.9
North,PSC,475,0.42,23,None,1.5,Ambient,31.7406497961933,23,250,Column,28.88013101354602,51.79415875893782,Summer,Manual,2.4,16.58,19.48,5339.76
North,OPC43,422,0.44,15,HRWR,1.58,Polythene,28.433876051032,11,300,Staircase,33.103182330702815,82.38970283138502,Winter,Fully-Auto,3.1,17.41,21.01,3702.33
South,OPC53,306,0.31,19,Retarder,0.47,Ambient,23.600707772028912,11,250,Column,31.537205316738962,86.55799046734003,Summer,Fully-Auto,3.4,25.52,29.42,3181.86
East,PPC,397,0.33,6,HRWR,0.86,Steam,62.84501509634526,20,200,Staircase,37.651862568247054,78.03029177083548,Monsoon,Fully-Auto,3.4,4.0,7.9,3368.96
West,OPC53,461,0.36,6,Accelerator,0.89,Accelerated,70.45969164399635,7,400,Slab,42.31028171551047,48.583891772174155,Summer,Semi-Auto,2.5,4.0,7.0,4382.17
South,PSC,300,0.55,26,HRWR,0.53,Ambient,29.32216316136943,8,100,Staircase,32.588541441612485,89.0531879719322,Monsoon,Fully-Auto,3.5,31.54,35.54,3383.29
Central,PSC,312,0.46,23,None,0.86,Polythene,36.74450606661832,11,150,Staircase,54.735173113699375,77.95138352825022,Monsoon,Manual,2.8,24.24,27.54,5288.91
North,PPC,493,0.4,18,HRWR,1.95,Accelerated,74.63465771366509,21,150,Column,15.14397102561382,73.65343183580194,Summer,Fully-Auto,3.0,4.0,7.5,4521.61
West,OPC43,383,0.38,15,Retarder,0.03,Steam,72.67226146775612,18,250,Beam,21.104968088736285,70.81558483859936,Summer,Semi-Auto,2.9,5.69,9.09,3900.35
West,PPC,421,0.36,12,HRWR,1.82,Accelerated,72.31397137492087,18,200,Column,26.9162476588916,30.743051965704964,Summer,Fully-Auto,2.3,4.0,6.8,3994.45
East,PPC,440,0.48,4,HRWR,0.2,Accelerated,82.0761017707117,21,150,Column,17.773725058109825,73.6991037638703,Summer,Manual,0.5,4.39,5.39,4566.02
West,OPC43,432,0.52,15,None,1.62,Ambient,27.18838823063753,10,200,Beam,45.210952481063075,66.89299734001764,Summer,Semi-Auto,0.8,23.43,24.73,5038.98
North,PSC,396,0.46,29,None,1.25,Polythene,31.81069943220418,14,500,Column,22.92682833181683,58.74200291085135,Monsoon,Fully-Auto,3.2,25.68,29.38,4012.9
South,PSC,306,0.47,6,HRWR,1.93,Steam,65.74164247589097,22,500,Beam,28.674048093469082,55.40904833662418,Winter,Manual,2.5,11.41,14.41,4953.16
West,PPC,379,0.41,24,Accelerator,1.48,Ambient,28.643108527342328,23,300,Beam,35.631624545505225,15.0,Monsoon,Fully-Auto,2.8,15.95,19.25,3301.67
West,OPC43,335,0.37,14,HRWR,0.67,Ambient,23.016774148753512,11,500,Column,34.76431055975926,39.784053901717606,Summer,Semi-Auto,1.9,26.07,28.47,4439.13
Central,OPC43,306,0.39,12,Retarder,1.22,Polythene,21.789854426389088,9,250,Slab,12.34067644781442,54.81700629083187,Summer,Manual,3.6,34.84,38.94,6522.73
South,PSC,450,0.48,25,Accelerator,1.76,Polythene,30.70584286782758,18,250,Wall Panel,20.592953750279833,79.55878041215905,Summer,Semi-Auto,2.9,15.05,18.45,4552.51
South,PPC,322,0.42,25,HRWR,1.73,Polythene,29.844045721897704,7,100,Beam,37.41500244209958,77.89214471394456,Summer,Fully-Auto,0.8,19.35,20.65,3133.28
South,OPC53,367,0.46,29,Accelerator,1.58,Ambient,26.763879259284405,6,100,Slab,37.84829789685722,68.23658281789015,Summer,Fully-Auto,1.3,13.72,15.52,3177.35
North,PSC,419,0.49,28,None,1.19,Ambient,27.217161434843845,18,400,Column,10.130941177779299,56.29384547629477,Winter,Semi-Auto,3.9,29.65,34.05,5337.64
East,OPC43,453,0.48,27,None,0.44,Steam,62.60263402255354,9,400,Beam,31.353157306645024,90.14074583646725,Monsoon,Semi-Auto,3.1,7.19,10.79,4633.16
East,PPC,367,0.44,11,Retarder,1.52,Steam,62.95685241381468,23,400,Column,30.939767955241052,98.0,Winter,Fully-Auto,1.5,9.45,11.45,4106.31
Central,PSC,478,0.53,24,None,0.9,Accelerated,71.71253973796185,19,300,Staircase,30.463443649558897,94.25912020905969,Summer,Semi-Auto,1.4,5.53,7.43,5007.11
Central,PPC,421,0.44,24,HRWR,0.12,Accelerated,73.99306378993106,9,150,Staircase,39.125819512109615,53.74003502670926,Winter,Semi-Auto,3.6,4.0,8.1,4074.98
Central,OPC53,346,0.36,2,Accelerator,1.15,Steam,64.984194229917,15,150,Wall Panel,22.676739264638886,67.7214018009837,Monsoon,Semi-Auto,1.3,4.86,6.66,3458.58
North,OPC53,302,0.43,20,None,1.12,Ambient,27.2043779457902,19,250,Wall Panel,24.042191309495138,79.06537204430322,Monsoon,Semi-Auto,1.8,24.82,27.12,4141.14
Central,OPC43,302,0.52,26,Accelerator,0.49,Polythene,33.67173705684592,22,500,Beam,7.948520723481405,53.61720840193189,Winter,Manual,3.1,20.16,23.76,4647.07
South,OPC43,442,0.43,27,Accelerator,1.51,Steam,65.16734460459048,8,300,Column,26.526057334247085,70.62482453862577,Summer,Manual,0.7,4.0,5.2,4084.62
East,OPC53,360,0.47,28,HRWR,1.34,Ambient,30.248159568560276,6,100,Slab,40.4746932778125,82.46613598207153,Monsoon,Fully-Auto,3.9,17.79,22.19,3259.8
North,OPC53,327,0.31,19,None,1.76,Ambient,29.837608476471694,15,150,Wall Panel,37.57758397885634,43.53247018518388,Summer,Semi-Auto,2.7,13.93,17.13,3473.12
East,PSC,446,0.54,11,Accelerator,1.54,Accelerated,74.56533778216743,20,500,Wall Panel,24.978028046927122,76.53373372095623,Winter,Manual,3.9,4.98,9.38,4738.73
South,OPC43,353,0.32,0,HRWR,0.96,Polythene,33.94419914739829,23,250,Column,39.08629187781076,97.44673120060543,Summer,Manual,4.0,15.09,19.59,4464.9
South,PPC,462,0.4,3,Accelerator,1.89,Ambient,29.92732271221089,10,400,Staircase,31.114512154983395,98.0,Summer,Fully-Auto,0.8,12.74,14.04,3799.53
South,OPC43,452,0.45,29,HRWR,1.88,Steam,66.95547843675229,6,500,Wall Panel,39.09316032423051,46.789701595899864,Winter,Semi-Auto,3.3,6.17,9.97,4442.43
East,OPC43,459,0.43,26,Accelerator,0.11,Steam,61.98493579838523,10,200,Staircase,16.22138170581965,76.73033981737306,Winter,Manual,3.4,4.39,8.29,4347.92
South,OPC43,467,0.33,4,Accelerator,0.94,Ambient,29.13537486001514,21,300,Column,34.38020099916132,76.19657655973374,Monsoon,Semi-Auto,3.2,6.82,10.52,3745.84
Central,PSC,326,0.51,27,Retarder,1.95,Ambient,29.644382173935718,6,500,Slab,43.34722289141828,59.896720252589745,Summer,Semi-Auto,1.0,51.44,52.94,6373.84
East,OPC53,352,0.41,12,Accelerator,0.11,Ambient,25.966222121679085,10,250,Staircase,19.351293573276628,65.38737448653467,Monsoon,Manual,0.7,15.07,16.27,4246.77
Central,OPC53,480,0.37,28,HRWR,0.86,Steam,63.709449025092695,12,250,Staircase,25.64108908834744,73.37157129794078,Monsoon,Fully-Auto,3.8,4.0,8.3,4005.47
East,OPC53,365,0.39,14,None,1.32,Polythene,34.18541300655567,16,300,Slab,31.299792602827704,76.82870114802024,Monsoon,Manual,3.0,13.76,17.26,4316.78
East,OPC53,324,0.36,10,None,1.92,Accelerated,76.38343629927351,10,400,Slab,29.611682431512843,77.25370969288149,Monsoon,Semi-Auto,2.4,4.0,6.9,3560.44
South,OPC43,339,0.44,21,None,0.39,Steam,70.03331805195913,11,200,Beam,25.594009527686374,70.68644327170774,Winter,Manual,3.7,6.06,10.26,3905.29
West,OPC53,336,0.41,8,None,1.52,Ambient,23.983365532108998,8,250,Column,47.544960630832186,61.953539696444835,Monsoon,Semi-Auto,2.3,22.81,25.61,4175.5
East,OPC43,333,0.4,17,Accelerator,0.04,Polythene,24.972725999806354,16,250,Beam,40.73683089424857,98.0,Winter,Manual,1.8,15.68,17.98,4340.22
North,OPC43,317,0.43,6,Accelerator,0.85,Polythene,31.546134185498904,15,250,Staircase,28.02884007658894,46.652381457031375,Winter,Fully-Auto,1.4,15.05,16.95,2974.63
West,PPC,444,0.31,28,HRWR,0.24,Steam,67.52486154667075,9,200,Slab,33.62083607086328,15.0,Summer,Semi-Auto,3.3,4.0,7.8,3964.63
Central,OPC43,410,0.47,3,None,0.35,Polythene,29.81376973296966,13,500,Wall Panel,39.35819977335389,27.454006334693567,Monsoon,Semi-Auto,1.3,22.13,23.93,4685.08
East,OPC43,435,0.34,27,Accelerator,1.52,Ambient,31.434825337758074,6,200,Column,23.891997611495796,71.91762026259872,Monsoon,Semi-Auto,3.3,8.8,12.6,3815.55
West,PSC,313,0.5,20,None,0.3,Ambient,30.741046555736204,23,400,Beam,34.50041225119315,32.338680869829695,Summer,Semi-Auto,1.3,36.32,38.12,5164.56
West,OPC43,319,0.42,21,HRWR,0.46,Ambient,24.186670000658637,21,400,Beam,33.313307763254095,70.9145624327102,Monsoon,Manual,1.4,27.54,29.44,5654.8
West,PPC,415,0.41,24,None,0.51,Ambient,37.50152985617872,19,150,Beam,26.585327235839546,33.2330631569611,Summer,Semi-Auto,3.6,15.52,19.62,4118.53
South,PPC,390,0.47,26,HRWR,1.51,Ambient,29.695275127198723,8,100,Column,20.49232973712261,36.54022803142086,Summer,Fully-Auto,0.9,21.43,22.83,3569.75
Central,PPC,361,0.52,24,None,1.83,Ambient,30.892145072381147,10,250,Beam,40.11504475367148,64.93473391848453,Winter,Semi-Auto,3.0,29.9,33.4,4959.67
East,PPC,369,0.55,28,None,1.51,Ambient,28.80399629690017,7,100,Beam,25.697163392473666,69.86929964853351,Winter,Fully-Auto,3.1,29.15,32.75,3732.48
North,PSC,430,0.55,20,Accelerator,0.86,Steam,61.66439380472403,11,150,Slab,14.163271146772459,92.9284267392829,Winter,Manual,3.7,6.17,10.37,4543.08
East,PSC,481,0.41,5,HRWR,0.62,Ambient,23.85422500052109,9,200,Slab,17.798844744678014,98.0,Winter,Fully-Auto,3.2,16.5,20.2,4053.13
Central,OPC43,356,0.38,1,Retarder,1.5,Ambient,27.484773453205527,8,400,Column,23.77052293484444,40.487433272975316,Winter,Manual,3.5,29.31,33.31,6083.78
South,OPC53,369,0.4,28,Accelerator,0.4,Accelerated,67.66576079861795,17,500,Wall Panel,34.02578166880143,70.6488945821278,Monsoon,Manual,2.4,4.0,6.9,3924.46
West,PPC,414,0.32,17,HRWR,1.49,Polythene,29.985551098691918,23,400,Beam,30.065812351294962,68.17731370526002,Winter,Semi-Auto,1.1,12.82,14.42,4018.89
Central,OPC43,308,0.5,20,None,1.9,Steam,67.31726376407867,15,400,Slab,27.52063465917337,65.77448603255493,Monsoon,Manual,2.7,8.75,11.95,4406.01
North,OPC43,390,0.36,7,None,0.86,Ambient,25.689331152161916,9,250,Slab,38.65463533720783,90.08553179085848,Monsoon,Semi-Auto,0.6,18.62,19.72,4173.78
West,PSC,394,0.5,18,HRWR,0.29,Polythene,28.48471170858661,15,400,Staircase,17.646448243551053,50.18764795434979,Monsoon,Semi-Auto,3.7,28.39,32.59,5227.89
Central,OPC53,397,0.31,16,Retarder,1.55,Accelerated,76.60147498635821,13,250,Beam,26.422347895900785,47.55839781368084,Summer,Semi-Auto,3.2,4.0,7.7,3893.66
East,OPC43,467,0.43,8,Accelerator,0.25,Accelerated,75.52519568448332,22,250,Wall Panel,16.687442143663734,79.5484662971209,Winter,Fully-Auto,1.5,4.0,6.0,4271.81
East,PSC,363,0.51,3,Accelerator,0.96,Steam,63.963867851976524,16,400,Beam,25.80955471994252,73.76912502582041,Summer,Semi-Auto,1.0,6.91,8.41,3963.28
North,OPC53,439,0.54,6,Retarder,0.67,Steam,66.12654390781212,8,200,Staircase,19.188560444662492,77.00151655487223,Winter,Semi-Auto,1.6,6.81,8.91,4452.17
West,OPC43,384,0.32,22,None,0.14,Steam,65.50081447052442,11,250,Staircase,38.97653639588973,40.14846473807704,Monsoon,Manual,0.8,4.0,5.3,3599.35
North,PSC,374,0.37,29,None,0.96,Accelerated,75.11497620657669,23,100,Staircase,17.840427268119804,36.12236715230391,Summer,Manual,0.7,4.0,5.2,3793.68
North,PPC,447,0.54,27,None,1.92,Accelerated,75.7679376184057,16,150,Column,14.087026846234396,45.85276434181144,Monsoon,Semi-Auto,1.2,4.69,6.39,4469.73
West,OPC43,336,0.53,1,Retarder,1.11,Polythene,32.44332026606732,22,500,Slab,48.19308282285314,16.851080355053156,Summer,Semi-Auto,1.3,37.5,39.3,5606.59
South,PPC,312,0.48,28,Accelerator,1.6,Accelerated,77.38734833741742,7,100,Column,23.190790790534027,69.43505089974313,Winter,Manual,1.9,4.0,6.4,3520.99
Central,PSC,345,0.45,20,Retarder,1.59,Accelerated,74.91326910191952,9,400,Slab,30.09328319802896,70.69444131030721,Summer,Semi-Auto,3.8,9.02,13.32,4995.33
East,OPC53,307,0.44,16,Accelerator,0.34,Polythene,26.070992481468153,13,300,Slab,16.99330425602676,87.24383726212164,Winter,Semi-Auto,0.7,17.13,18.33,3548.03
West,PPC,389,0.36,29,None,0.98,Ambient,31.50024335347296,9,300,Column,36.43381606623891,45.64821008452597,Monsoon,Semi-Auto,0.8,17.27,18.57,4113.48
North,PSC,459,0.35,26,HRWR,1.71,Ambient,28.002409019293122,20,250,Slab,32.96209174186608,60.15086807301398,Monsoon,Fully-Auto,0.7,13.92,15.12,3806.32
North,OPC53,334,0.54,29,Accelerator,1.68,Ambient,29.93263072671281,15,100,Staircase,25.817796500602956,54.055222692738106,Monsoon,Fully-Auto,2.5,16.43,19.43,3035.85
West,OPC43,369,0.43,11,None,1.98,Ambient,29.715258836391616,22,250,Staircase,20.9077387847912,24.711635954743816,Winter,Semi-Auto,0.6,21.89,22.99,4363.23
East,PSC,361,0.31,14,HRWR,0.3,Steam,62.79602127354069,12,250,Beam,39.607657542308615,87.49345663876487,Monsoon,Fully-Auto,1.7,5.46,7.66,3441.61
South,OPC53,477,0.48,5,HRWR,0.9,Steam,61.34839466474561,23,200,Wall Panel,35.07949205675381,80.92602513070594,Winter,Fully-Auto,1.8,4.86,7.16,4048.22
West,OPC43,427,0.42,6,Accelerator,0.69,Steam,66.16917982629407,22,500,Wall Panel,34.2901524160051,28.141883270709883,Summer,Manual,3.6,4.0,8.1,3980.56
South,PPC,483,0.35,27,HRWR,1.21,Ambient,25.980535281534795,9,150,Wall Panel,33.11619101109547,55.55010781863724,Winter,Fully-Auto,3.7,9.81,14.01,3802.68
South,OPC43,442,0.37,13,Accelerator,0.27,Steam,67.15122507130543,10,150,Slab,27.14973387447558,67.49078258942212,Monsoon,Semi-Auto,2.6,4.0,7.1,3969.72
Central,OPC43,494,0.38,28,None,1.41,Steam,63.738360879048166,18,250,Slab,14.336806435064256,65.58374963636597,Monsoon,Manual,4.0,4.0,8.5,4435.48
West,PPC,443,0.43,3,None,0.6,Polythene,38.01120289007777,18,150,Staircase,35.94304474483917,66.02208271590584,Summer,Manual,2.1,14.53,17.13,4829.35
West,OPC53,314,0.42,24,HRWR,1.18,Ambient,22.166887632315287,21,100,Beam,36.80685149370187,67.4242815508074,Winter,Manual,3.0,21.51,25.01,4811.09
West,PSC,438,0.34,10,Accelerator,0.32,Ambient,32.587026007811644,16,250,Column,41.246572326476034,35.166086742834985,Summer,Semi-Auto,1.7,9.77,11.97,3935.75
North,PSC,473,0.49,1,None,0.66,Polythene,30.40076568391353,11,400,Beam,37.35048114017938,46.841504504043925,Winter,Manual,0.8,21.55,22.85,6130.08
Central,PSC,394,0.39,25,None,1.87,Ambient,27.14874975929408,12,300,Column,7.76020711695012,71.5877097668661,Monsoon,Fully-Auto,3.2,22.97,26.67,3719.62
North,OPC53,332,0.32,27,None,0.03,Ambient,28.718802063546004,9,250,Beam,25.074601493407616,55.70945293778959,Summer,Fully-Auto,3.5,15.41,19.41,2940.87
North,PSC,434,0.53,5,None,1.46,Ambient,25.921339213889986,6,400,Staircase,33.1011574498536,59.93404322567156,Monsoon,Semi-Auto,2.0,34.7,37.2,5818.87
South,OPC43,466,0.52,24,Accelerator,1.17,Steam,64.8493071699868,16,200,Beam,39.76941280025524,98.0,Summer,Fully-Auto,3.4,4.37,8.27,3944.45
West,OPC53,363,0.36,21,HRWR,0.36,Ambient,24.48803348155382,17,150,Column,34.03881093626447,41.42788819932613,Monsoon,Fully-Auto,3.7,16.53,20.73,3248.46
North,OPC43,499,0.42,1,HRWR,0.1,Polythene,27.92726439111126,19,250,Slab,15.27102611314626,97.9905676426012,Monsoon,Manual,2.8,10.95,14.25,4848.07
East,PSC,339,0.38,2,Retarder,1.38,Accelerated,75.6688601792731,12,400,Column,23.890149300330034,75.8184565445408,Monsoon,Semi-Auto,3.8,7.61,11.91,4466.71
East,OPC43,492,0.38,15,Retarder,0.28,Polythene,31.023871022708125,8,150,Beam,35.67207836623494,69.91900541800318,Monsoon,Manual,1.5,12.61,14.61,5022.41
